Date,Close UNH,High UNH,Low UNH,Open UNH,Volume UNH
2020-01-02,268.7110290527344,271.6507848583162,266.2214407019031,270.0706710190441,2543400
2020-01-03,265.9917297363281,268.1414142535738,261.23299764883427,263.9063308144767,2711400
2020-01-06,267.8382873535156,267.9393556546855,263.8604576970696,264.57701933634866,3079100
2020-01-07,266.2214660644531,267.78318870603545,264.1911845770084,267.0574593765318,2492900
2020-01-08,271.8345031738281,273.19414514563925,266.4511093262258,267.7923599514895,3379200
2020-01-09,270.29107666015625,273.0287232328293,269.83174168031337,270.35539028587397,2838200
2020-01-10,271.1270751953125,271.9906272178055,268.44454652288215,271.9906272178055,2477900
2020-01-13,262.6019287109375,270.50249943505077,261.8394166101783,270.4289901061225,6994900
2020-01-14,264.7974853515625,264.7974853515625,261.13200028205256,262.3722106398503,6056300
2020-01-15,272.3030700683594,275.2703852637477,265.4957197040636,265.51408301745806,6081300
2020-01-16,276.2808532714844,276.5105208100915,271.8620520715296,273.7637060197381,3710300
2020-01-17,274.1954345703125,276.2440787522806,271.81608264717465,275.6101942127886,4632200
2020-01-21,276.0879211425781,277.9344569956436,271.93554242683996,272.7439765920743,4962800
2020-01-22,276.1430969238281,277.55785700920984,273.16661417914776,277.42922971254234,3117600
2020-01-23,275.1049499511719,276.13385601358874,272.52348912241933,275.6102353452574,3169600
2020-01-24,268.9957580566406,275.53668391257617,267.8474205668884,274.0760019898813,3678500
2020-01-27,260.9849853515625,264.65047007927075,257.291941642277,264.5769888069269,4399400
2020-01-28,262.6202087402344,264.91688391798937,260.25921992896167,260.81962325083845,4341000
2020-01-29,259.8917541503906,262.91418649523683,258.0452463955268,260.9022968226659,3963800
2020-01-30,258.1279602050781,258.9180031117811,253.479491284255,258.9180031117811,4211800
2020-01-31,250.291748046875,256.1069190261359,249.12501875971063,255.5465435697768,5532600
2020-02-03,251.7340545654297,254.33390751440663,248.7943260875157,252.75379329462436,5646800
2020-02-04,257.99932861328125,260.44299464334125,254.3614025698153,254.72886503274106,4290200
2020-02-05,271.6783752441406,272.8450764208711,262.2252500999971,262.3722407108249,5761000
2020-02-06,268.6742858886719,273.09308742371854,266.41436498736505,272.84505655602555,3044000
2020-02-07,265.6977844238281,269.528651321312,265.4129989174748,269.0509248960057,3425900
2020-02-10,263.6859436035156,265.76214751995786,262.2344568182995,262.9510185540177,3147400
2020-02-11,267.14019775390625,267.856759609631,262.6478856323868,263.5206338059739,2992200
2020-02-12,278.79803466796875,280.1944032404864,270.0982269934717,271.0077014948967,6701900
2020-02-13,277.6221618652344,281.02122498235974,275.72970338557656,275.72970338557656,3565500
2020-02-14,274.4803161621094,279.2482173496704,273.1298696748419,277.63134862053573,2485600
2020-02-18,277.5670471191406,278.6786302890038,274.6824090320876,275.2979304448432,3241700
2020-02-19,280.4791564941406,281.7652889834887,278.1090000520268,278.6969343176206,3021100
2020-02-20,277.55780029296875,279.4226994644284,273.6626480614873,278.5407840231769,2885500
2020-02-21,276.9147644042969,277.90694396589873,274.32410759250325,276.032848821666,2987100
2020-02-24,255.19740295410156,265.4864923826716,255.05960803108658,263.5573073892826,8790600
2020-02-25,241.96856689453125,259.0466432159058,240.7007974832751,257.36546098425197,8171200
2020-02-26,241.6102752685547,247.8847807278917,237.66917205394242,243.19038921682971,6806600
2020-02-27,233.2687225341797,240.82937393489158,231.56919116933554,237.40275222215888,7604300
2020-02-28,234.2241973876953,236.19015136577585,225.34983848850135,226.1766361920896,9961000
2020-03-02,250.89804077148438,251.01747240027083,229.9615641028439,236.41061973697012,8866300
2020-03-03,240.14036560058594,257.54917572218886,238.14686712484266,252.9558250869994,9188100
2020-03-04,265.88153076171875,271.7793775049352,259.2578987045869,266.4143471203004,14533000
2020-03-05,259.9468994140625,265.8815288056714,257.1725256365839,258.6975214593585,5908400
2020-03-06,260.7829284667969,261.79347138411975,249.78644406978464,253.02018140521787,5361900
2020-03-09,251.20115661621094,258.5505174814352,238.15602986620323,242.9514889521855,8070700
2020-03-10,257.2275695800781,260.81037654925603,250.33754539489746,256.97034313192125,7366000
2020-03-11,255.18833923339844,262.04161462573245,251.0359578710939,252.41396388496182,7744600
2020-03-12,230.04420471191406,250.0895949051956,229.66754657126648,238.85424843411712,10496600
2020-03-13,250.99757385253906,252.08629348745242,223.5302947345356,240.80228014626275,9308400
2020-03-16,207.63302612304688,226.67651021612352,206.62734160095613,225.05265225168762,10303500
2020-03-17,225.32948303222656,229.5183059583619,210.63166780556892,212.96598421051803,9642200
2020-03-18,200.27029418945312,213.54721966427718,184.70520194263432,208.2881204357549,12917500
2020-03-19,202.7983856201172,208.6295237921184,192.7784103651843,200.19650698113554,8065200
2020-03-20,190.6101531982422,214.6451750314825,187.72226989159734,205.9169047330629,9364100
2020-03-23,179.78749084472656,189.83514382344407,173.1997736586599,186.412107818035,10654500
2020-03-24,202.7983856201172,203.23203205994744,183.60727105586167,186.5043902470698,8894400
2020-03-25,216.35208129882812,228.36496737331757,199.29228737174992,202.14327088169694,10014000
2020-03-26,235.63546752929688,238.00666954711815,214.33149284222407,215.92767261847445,7517600
2020-03-27,223.6963653564453,232.13861661145282,219.81201889929227,224.14846867343934,4879500
2020-03-30,231.84336853027344,234.43601140957566,223.87167730006541,223.87167730006541,5329000
2020-03-31,230.09039306640625,234.8420335216565,224.20388331217896,224.64675123846504,5450000
2020-04-01,218.96315002441406,227.53455627276415,217.2285647450553,220.22717512604666,4548800
2020-04-02,221.8418731689453,223.28120429947032,208.5464889886331,217.09945476473357,4636800
2020-04-03,211.73886108398438,220.8269511673331,209.6905778523613,219.8858587149235,4650300
2020-04-06,229.13076782226562,230.0072820100301,216.93334060562992,221.43587456014393,6365900
2020-04-07,228.85400390625,246.0798704984838,227.47002948619198,239.71359379762316,4984100
2020-04-08,247.11317443847656,248.3403138986058,227.21163436031625,228.53103031260085,6390200
2020-04-09,243.69937133789062,249.4843724838424,241.36506966597784,244.50207174756085,4923300
2020-04-13,243.12734985351562,244.46517457526497,238.20961283517522,241.78949697474144,2964900
2020-04-14,249.5767059326172,251.9479220590542,246.34743247323027,248.19273159287994,4778900
2020-04-15,259.8919982910156,261.10066732009767,249.7428501245297,254.95581605136252,7841800
2020-04-16,275.3463134765625,276.794880106809,258.35112360594195,261.5158049774756,7738900
2020-04-17,268.08502197265625,280.48543283475493,264.8926627592282,277.70824897966224,5857500
2020-04-20,260.3163146972656,266.65491155713636,259.5135860690115,263.2318620171015,4072600
2020-04-21,252.98130798339844,258.34190015913794,252.11401506601587,253.68253072265222,3977500
2020-04-22,255.59239196777344,261.86642638530986,255.30637283324364,257.9543727828126,3663300
2020-04-23,263.259521484375,266.14741839837245,256.9947527937726,257.47452030983675,4420500
2020-04-24,268.758544921875,269.3213475264975,262.0324230792884,265.067947413716,3265000
2020-04-27,271.24053955078125,273.8977467469362,268.1496577593038,270.5300813382649,3706200
2020-04-28,266.0552062988281,275.18022371197736,263.52715558411245,274.9495613283127,3862900
2020-04-29,265.4001159667969,270.10563392273156,263.9700205427411,269.4136468161832,4258400
2020-04-30,269.84735107421875,272.1816536213681,263.4349245820206,264.4775232179668,7631700
2020-05-01,262.5030517578125,266.64573953128365,257.9728387557901,266.0829367798282,3526100
2020-05-04,265.298583984375,265.6676380679326,260.2885769544298,262.48448676357697,2894200
2020-05-05,270.3732604980469,273.10429556977545,265.06802502667455,267.53148381674737,2501300
2020-05-06,266.4335021972656,274.65431312154027,266.1290402328243,272.2738896557275,2579200
2020-05-07,262.95513916015625,269.68126270895857,262.51225721030255,268.54639355078865,3162300
2020-05-08,264.8004455566406,267.5683944648982,263.56409842312945,267.09783414024406,3200000
2020-05-11,266.3597412109375,267.6606806524485,263.1950595324927,263.47184317662953,3490700
2020-05-12,265.4462890625,270.4747122586828,265.4462890625,269.20145136369507,4214300
2020-05-13,256.49658203125,264.24683283532056,254.24531481409676,262.48456876698157,5474100
2020-05-14,268.1311340332031,269.8288337416682,254.3190992670304,254.58664732537508,5704600
2020-05-15,268.4541015625,276.79486126594884,268.23267468373666,269.7919546547638,12182800
2020-05-18,270.66845703125,276.5365227796566,269.4321100196774,275.3924463539986,4015100
2020-05-19,266.69183349609375,271.84023360499066,266.5349988450401,268.2511134433198,3059400
2020-05-20,265.7138671875,270.24408040741815,264.523669396412,270.24408040741815,3200600
2020-05-21,264.7173156738281,267.68824756442484,262.89045991203756,263.914615283003,3604900
2020-05-22,267.51300048828125,267.78978407775213,262.76136115550827,265.07719227282377,2922800
2020-05-26,272.0802307128906,274.0546867715004,269.8750840322568,273.56568347201414,4567800
2020-05-27,280.2731628417969,280.3008411940338,268.3064005029905,274.4143624144815,5618900
2020-05-28,280.45782470703125,285.70770364536713,279.8304296815338,282.28468121225075,4387700
2020-05-29,281.2696838378906,284.5173996888529,277.5790861248319,281.14973490709207,6251500
2020-06-01,282.2662048339844,282.31235421138535,277.31158064546315,280.5039405976237,2894000
2020-06-02,282.6168518066406,284.26840279650355,278.3911282041232,281.94330733083274,2756800
2020-06-03,281.7310485839844,286.13207684563207,279.32291859238205,284.0376724824008,4360000
2020-06-04,275.0233459472656,280.919089668521,271.5265246741139,279.728863949563,4374300
2020-06-05,287.728271484375,289.9703031619057,277.25619332633374,280.485466792697,5554300
2020-06-08,285.5415954589844,291.40963313480427,284.1114717493024,284.7665732088023,4635500
2020-06-09,285.29248046875,288.4663974069092,283.5578946819616,285.92911095766766,3061500
2020-06-10,282.1000671386719,286.3073463453161,279.4335967335829,285.0433211137928,3296100
2020-06-11,261.7834167480469,279.8950072073841,259.08003165303273,279.8950072073841,6638900
2020-06-12,263.0935363769531,271.351261828701,257.1424631573589,268.1681093422205,5416800
2020-06-15,264.1361999511719,264.8005089745324,252.5384844903122,256.5151031216523,4494600
2020-06-16,270.3363037109375,274.55281868691435,265.206374739497,272.58757074525636,4245400
2020-06-17,269.96734619140625,272.27397076898654,268.70332042801834,272.27397076898654,2538000
2020-06-18,268.9338684082031,269.21065197687847,264.43133464424204,267.9650696037868,2926600
2020-06-19,269.8698425292969,274.7624139030874,269.5640691901945,272.8257740132857,5172800
2020-06-22,271.1947937011719,271.5005668801239,265.2551362678396,268.5261146626015,2174100
2020-06-23,275.7630920410156,277.31981235478656,269.712243191985,272.4365178802332,4023400
2020-06-24,267.9609680175781,275.2998383355787,264.61587086758783,272.4180246418517,3399900
2020-06-25,274.4844055175781,275.0033123987086,265.06990766544726,267.1270129007517,3112500
2020-06-26,265.82965087890625,274.8178783682791,264.8474326129502,273.48356706295465,5043200
2020-06-29,268.49835205078125,270.8334323743368,265.5887415796789,267.2844779003853,2356700
2020-06-30,273.3075866699219,274.69752178786695,266.55249407878415,267.39572477706713,2932900
2020-07-01,275.883544921875,278.3576131143776,273.5762338459707,274.12293815921396,2303800
2020-07-02,276.37457275390625,280.8408739240357,275.373804122513,278.4501991326648,1971700
2020-07-06,280.5908203125,281.22091741709454,277.3661608058026,280.7668810150045,2395000
2020-07-07,274.8828125,281.28578327399816,274.23419311872834,278.5985812011856,2075700
2020-07-08,276.4673156738281,278.7931492181614,273.9839720035108,275.53144536513116,1987400
2020-07-09,269.7956848144531,276.6434173473423,266.4042396227291,273.44658343885146,3061700
2020-07-10,269.8605041503906,272.6496209540097,266.03354553426203,272.6496209540097,2391600
2020-07-13,277.71826171875,282.1753175358041,270.3608704440568,270.65739668726883,4263300
2020-07-14,285.8818664550781,287.01234823412625,274.93844539612337,275.95773688187245,4234900
2020-07-15,281.75836181640625,287.8926037163728,276.74532622414085,279.02481169054573,5116900
2020-07-16,284.6123046875,288.04082177212007,280.91508724048026,282.6293457827903,3844500
2020-07-17,284.03778076171875,288.1519896321584,283.7783274220646,286.40993366092624,3016500
2020-07-20,281.193115234375,285.95597285001696,280.1923744539825,284.2787868406615,2375500
2020-07-21,282.7220153808594,284.4733469536032,280.86876882090104,282.6478979609123,2340200
2020-07-22,284.20465087890625,284.3899868674769,279.66420194194006,282.4903919586829,1935800
2020-07-23,280.739013671875,285.8632385015655,279.16374302359577,285.58526287106633,2367700
2020-07-24,278.71905517578125,281.9529617320638,277.2735249611603,281.07265820725553,2415700
2020-07-27,276.68975830078125,279.9607378355476,275.55000131632744,276.5322198772509,2060500
2020-07-28,277.9221496582031,279.284287187742,275.4017328783184,276.03185828201606,2257400
2020-07-29,284.1767272949219,287.0214666160495,277.98689260634336,279.33975423243993,2672700
2020-07-30,282.83319091796875,283.9729192809144,276.95840360967173,279.5436618073003,2205300
2020-07-31,280.56298828125,281.4525386889621,276.1800501007968,281.1745630235201,3913500
2020-08-03,281.3321228027344,282.5367502149885,277.2457384079082,281.31360051453447,2628500
2020-08-04,282.1567687988281,286.1968324402307,278.0518347456231,279.75681806680836,3594900
2020-08-05,289.54205322265625,289.9960896996484,282.6386966683287,284.3158829818816,2982200
2020-08-06,291.01531982421875,293.03535189034835,287.6238750538995,289.1064780328046,3305300
2020-08-07,293.7673645019531,295.5928134149895,290.34812248576674,290.34812248576674,2600800
2020-08-10,295.6854248046875,296.9548938753791,292.4236935276257,293.7395107184025,2563600
2020-08-11,292.39599609375,300.75415707506284,291.5713159907009,299.225234154528,3018200
2020-08-12,298.6228942871094,299.56806819419114,294.33265196683317,294.6662227964148,2915800
2020-08-13,297.92791748046875,298.2522412957493,294.51795047467783,297.14955729077514,2159500
2020-08-14,299.9480285644531,300.1611338644485,295.342708787204,297.0198950057187,1787200
2020-08-17,296.99200439453125,300.0405742955752,295.91711811261206,297.863032445771,2772500
2020-08-18,293.56353759765625,298.99356506579244,292.5442462696819,298.3541926999858,2520000
2020-08-19,292.2569885253906,296.04687449851497,292.05313026451915,293.52645794514945,2066700
2020-08-20,290.3388977050781,292.14582464780256,289.1157763076376,291.7288328061578,2245600
2020-08-21,291.0894775390625,292.1458134707522,287.3366359427441,288.43932000967783,2488500
2020-08-24,286.1783752441406,293.6469577889563,284.00080453926944,293.563565074085,2922200
2020-08-25,289.3103332519531,289.44004581165643,285.2146457471286,289.2918109657954,1879300
2020-08-26,286.15985107421875,288.5134541983628,281.3321227003136,288.1613610528778,3178900
2020-08-27,288.80072021484375,291.6732300595381,283.07416625619527,287.633165711322,2321000
2020-08-28,291.30255126953125,292.6461663149897,286.29879129460295,289.4215071728681,2883500
2020-08-31,289.6160888671875,296.11172697479765,289.6068418638215,291.7844121824773,4341600
2020-09-01,289.87548828125,291.6268194917827,287.2531573837119,287.40142047124056,2487100
2020-09-02,296.7418518066406,297.70554800613456,289.6253912833785,289.6253912833785,2846500
2020-09-03,293.0260925292969,300.05915989145785,290.7095343094165,298.3726987205933,3872500
2020-09-04,289.1065368652344,294.50873951869124,284.1305731110251,293.25782039528417,2901000
2020-09-08,284.7050476074219,288.6061243125313,281.5359830483946,288.20768302618745,2594500
2020-09-09,289.12493896484375,292.18281226211485,285.7891183180662,286.9566442331208,2195600
2020-09-10,282.2494812011719,291.3674516730674,281.43404811958516,289.7829336448891,2421200
2020-09-11,280.509521484375,285.14310211123103,276.610969218797,283.8498031553811,3085900
2020-09-14,287.10638427734375,289.4789991064363,281.93313101957835,281.93313101957835,1795500
2020-09-15,285.85955810546875,289.7953075581661,284.7616155329805,288.48338160899306,1468300
2020-09-16,285.198974609375,290.53041567806287,284.90125485071803,287.5716179392384,3438200
2020-09-17,283.7659912109375,285.99904459936636,281.0956008912041,283.31936917532596,2394100
2020-09-18,286.59466552734375,288.7998363873971,282.6402879806413,283.79405509098683,3795400
2020-09-21,278.3787841796875,279.6255723353856,271.3725610841624,279.56974811907224,4124700
2020-09-22,273.791748046875,279.70934285815684,272.54495973874,277.68098703125764,3163600
2020-09-23,271.8192443847656,275.5037854647844,271.53078134246545,274.48029394399407,3709900
2020-09-24,272.3030090332031,274.41510098687104,269.49308596418166,271.86570039845543,2869100
2020-09-25,281.45855712890625,282.17498687037136,270.9631780187022,270.9910901282444,2455800
2020-09-28,282.13775634765625,288.446147912886,281.7655570712694,285.0779545832396,2575700
2020-09-29,282.9937438964844,284.2498454555297,279.7651111281853,282.5471502006943,1797800
2020-09-30,290.0837707519531,292.6424851814324,282.84493615634665,282.87284826887526,3497300
2020-10-01,291.2933349609375,293.2472678418279,287.6459916902873,291.14446090960257,2731200
2020-10-02,290.2792053222656,295.31289821452106,286.91098259163675,290.39085378060634,2338000
2020-10-05,296.01995849609375,296.27119587458566,291.33983887186605,293.15421116061765,1638600
2020-10-06,292.577392578125,298.0204535962063,291.68414813648525,296.76438006577285,2434400
2020-10-07,300.6908264160156,302.15159815790963,293.85207493042,293.85207493042,2596600
2020-10-08,299.98370361328125,302.7192044072623,298.6624639420743,300.9327438989134,2056700
2020-10-09,305.03594970703125,305.3430113149636,301.3886347875836,302.0771524377725,2028900
2020-10-12,307.0177917480469,310.35807342203316,306.1245758328281,306.22691077126626,2424200
2020-10-13,308.3669738769531,310.4883796325782,304.9150150260298,305.6500718556247,2713500
2020-10-14,299.46258544921875,307.57603600429576,297.9273627403594,299.66728370338797,4455400
2020-10-15,301.993408203125,304.22646215176667,294.3265508398657,296.6712816215378,3172200
2020-10-16,306.9526672363281,309.23226043312513,302.14230023663475,302.8215044077738,3293300
2020-10-19,301.667724609375,307.7714181800777,299.65796769295054,305.6872384422239,2482100
2020-10-20,300.91412353515625,305.7617163572028,300.79316158307114,303.9008331431539,1988600
2020-10-21,300.3372802734375,303.77989748046053,299.7696960787246,300.91414957654354,2139000
2020-10-22,303.07281494140625,305.24073182168985,299.8348672851255,299.90000502528414,2100600
2020-10-23,307.60400390625,312.30272270877924,305.30581197910374,306.26416570772125,2349500
2020-10-26,300.5884704589844,304.95224397153606,296.3828845171204,303.6217192565327,2408500
2020-10-27,298.2157897949219,300.99780056542875,297.21089715623236,300.58840406741734,2427700
2020-10-28,286.575927734375,295.7035548493944,286.05488286462503,291.5351674965789,3301400
2020-10-29,282.55645751953125,287.95303505806606,280.49087632966143,285.26404559238904,3279200
2020-10-30,283.91497802734375,285.80377343650576,278.760323348196,282.13783107274094,3556800
2020-11-02,290.39080810546875,290.8932544837995,285.9804959309159,290.8932544837995,4519000
2020-11-03,298.9973449707031,303.7332882164912,293.10763509818247,295.387227851052,4043900
2020-11-04,329.8973693847656,335.36837050211204,317.4108590910672,321.2163618041601,10344900
2020-11-05,329.74853515625,335.8708574870817,325.3568491650895,333.1632687133636,4786500
2020-11-06,323.2912292480469,327.51544204773603,320.6022677988158,325.98950419958896,2994900
2020-11-09,325.654541015625,342.3559781199268,324.705500861087,340.8300403553673,4635300
2020-11-10,329.0879211425781,331.14418931152363,323.9518932743884,325.1800547159201,3733200
2020-11-11,327.23626708984375,331.990809237385,325.10554823333445,331.38602797797597,2048200
2020-11-12,329.7577819824219,335.44276603100207,325.42192109878783,326.95714392536456,2907300
2020-11-13,330.93011474609375,333.04220656268274,328.2504388938811,332.0373139206935,2442100
2020-11-16,332.00018310546875,334.5681826484043,326.59431960650085,333.9820282839728,2790100
2020-11-17,327.6084899902344,328.7808270868441,323.32845299109965,327.87832600227404,2557600
2020-11-18,320.5464782714844,329.4228716207888,319.22523856739525,328.84600231154815,2722500
2020-11-19,313.558837890625,319.2066255540363,311.0745461768186,318.48088219856913,3935600
2020-11-20,311.41888427734375,314.1729840765416,308.63684396488816,311.69800546161594,3702000
2020-11-23,311.7537536621094,312.8702949165363,308.525120242278,312.20966095016894,2535700
2020-11-24,312.6377258300781,316.35017914011297,311.16761203767663,312.7958850185449,3759700
2020-11-25,310.0138244628906,315.2522149688374,306.24554751722485,315.2522149688374,3145100
2020-11-27,314.43341064453125,315.3266265563177,308.75771167363644,310.3301601195439,1558600
2020-11-30,312.9447021484375,314.43341428185073,307.3155422254819,311.800248839444,5265700
2020-12-01,317.4574279785156,329.4694345685103,316.28506226861526,320.7883970025105,3817700
2020-12-02,323.3842468261719,327.35722182571715,317.74577358408396,317.99698256800303,2864300
2020-12-03,324.42633056640625,328.2318328372684,322.3886614402125,323.7005873430236,4169200
2020-12-04,326.72344970703125,328.19882380108794,322.85754953513225,323.0909967871461,3255100
2020-12-07,324.8279724121094,326.72359228277276,322.36278317351236,325.6310461279116,2999400
2020-12-08,324.8279724121094,326.732910798974,321.29824956123787,321.9239010083277,2471200
2020-12-09,321.6063232421875,326.27526897289437,318.99169653480175,325.78970887581477,2600400
2020-12-10,317.1614990234375,322.58681204601834,316.7973360504907,322.3066866822131,2896900
2020-12-11,314.7522888183594,316.44244475612885,312.193687387359,315.7421029532858,3071700
2020-12-14,313.87457275390625,320.5044818662095,313.62243142830266,317.5163449855422,2479000
2020-12-15,317.1802062988281,318.43148047108366,314.7243360179066,316.6852991374361,2616500
2020-12-16,316.8719482421875,319.03834550951507,312.12831277460435,314.52812878935606,2365600
2020-12-17,319.0478210449219,319.9162383046604,314.9764846440035,317.3109580284552,2525700
2020-12-18,315.9756164550781,319.9255268130176,311.88561490961973,319.8414891986983,8742700
2020-12-21,313.82781982421875,314.6402402570283,307.590115641761,310.0833450109757,2892700
2020-12-22,312.82867431640625,314.66823985865796,311.39063122067637,312.96873697252084,2069700
2020-12-23,315.23785400390625,319.02903541187425,313.7811453100556,314.21068031029836,2348100
2020-12-24,318.2260437011719,318.80498847158646,314.16405479982984,314.16405479982984,1360600
2020-12-28,323.0443420410156,324.7625105201543,320.3456779344953,320.48574059641237,2308200
2020-12-29,324.3517150878906,328.0308471646574,322.15730456032855,324.9493254141487,2275700
